IMG/center_2016_09_07_10_21_50_331.jpg, IMG/left_2016_09_07_10_21_50_331.jpg, IMG/right_2016_09_07_10_21_50_331.jpg, -1.78626, 0.2059075, 0, 29.46901
IMG/center_2016_09_07_10_21_50_589.jpg, IMG/left_2016_09_07_10_21_50_589.jpg, IMG/right_2016_09_07_10_21_50_589.jpg, -1.78074, 0.1969859, 0, 29.32472
IMG/center_2016_09_07_10_21_50_856.jpg, IMG/left_2016_09_07_10_21_50_856.jpg, IMG/right_2016_09_07_10_21_50_856.jpg, -2.256217, 0.2290307, 0, 29.21947
IMG/center_2016_09_07_10_21_51_143.jpg, IMG/left_2016_09_07_10_21_51_143.jpg, IMG/right_2016_09_07_10_21_51_143.jpg, -2.396378, 0.2334985, 0, 29.19957
IMG/center_2016_09_07_10_21_51_402.jpg, IMG/left_2016_09_07_10_21_51_402.jpg, IMG/right_2016_09_07_10_21_51_402.jpg, -2.303982, 0.2355044, 0, 29.15527
IMG/center_2016_09_07_10_21_51_653.jpg, IMG/left_2016_09_07_10_21_51_653.jpg, IMG/right_2016_09_07_10_21_51_653.jpg, -2.258921, 0.3047703, 0, 29.23507
IMG/center_2016_09_07_10_21_51_941.jpg, IMG/left_2016_09_07_10_21_51_941.jpg, IMG/right_2016_09_07_10_21_51_941.jpg, -2.013731, 0.3089597, 0, 29.48296
IMG/center_2016_09_07_10_21_52_203.jpg, IMG/left_2016_09_07_10_21_52_203.jpg, IMG/right_2016_09_07_10_21_52_203.jpg, -1.744152, 0.248062, 0, 29.59678
IMG/center_2016_09_07_10_21_52_539.jpg, IMG/left_2016_09_07_10_21_52_539.jpg, IMG/right_2016_09_07_10_21_52_539.jpg, -1.715211, 0.1896285, 0, 29.47498
IMG/center_2016_09_07_10_21_52_814.jpg, IMG/left_2016_09_07_10_21_52_814.jpg, IMG/right_2016_09_07_10_21_52_814.jpg, -1.122532, 0.2382478, 0, 29.33163
IMG/center_2016_09_07_10_21_53_110.jpg, IMG/left_2016_09_07_10_21_53_110.jpg, IMG/right_2016_09_07_10_21_53_110.jpg, -1.178768, 0.2714613, 0, 29.43336
IMG/center_2016_09_07_10_21_53_373.jpg, IMG/left_2016_09_07_10_21_53_373.jpg, IMG/right_2016_09_07_10_21_53_373.jpg, -1.126908, 0.2222958, 0, 29.44098
IMG/center_2016_09_07_10_21_53_659.jpg, IMG/left_2016_09_07_10_21_53_659.jpg, IMG/right_2016_09_07_10_21_53_659.jpg, -1.364673, 0.2293388, 0, 29.35037
IMG/center_2016_09_07_10_21_53_936.jpg, IMG/left_2016_09_07_10_21_53_936.jpg, IMG/right_2016_09_07_10_21_53_936.jpg, -1.472801, 0.2976962, 0, 29.42546
IMG/center_2016_09_07_10_21_54_222.jpg, IMG/left_2016_09_07_10_21_54_222.jpg, IMG/right_2016_09_07_10_21_54_222.jpg, -1.631725, 0.2945667, 0, 29.62406
IMG/center_2016_09_07_10_21_54_507.jpg, IMG/left_2016_09_07_10_21_54_507.jpg, IMG/right_2016_09_07_10_21_54_507.jpg, -1.59557, 0.2415259, 0, 29.70171
IMG/center_2016_09_07_10_21_54_770.jpg, IMG/left_2016_09_07_10_21_54_770.jpg, IMG/right_2016_09_07_10_21_54_770.jpg, -1.225616, 0.2148138, 0, 29.64158
IMG/center_2016_09_07_10_21_55_058.jpg, IMG/left_2016_09_07_10_21_55_058.jpg, IMG/right_2016_09_07_10_21_55_058.jpg, -1.079449, 0.1862076, 0, 29.50921
IMG/center_2016_09_07_10_21_55_311.jpg, IMG/left_2016_09_07_10_21_55_311.jpg, IMG/right_2016_09_07_10_21_55_311.jpg, -0.6074848, 0.08642603, 0, 29.19009
IMG/center_2016_09_07_10_21_55_573.jpg, IMG/left_2016_09_07_10_21_55_573.jpg, IMG/right_2016_09_07_10_21_55_573.jpg, -0.4565596, 0.05445807, 0, 28.60101
IMG/center_2016_09_07_10_21_55_836.jpg, IMG/left_2016_09_07_10_21_55_836.jpg, IMG/right_2016_09_07_10_21_55_836.jpg, -0.158711, 0.1991726, 0, 28.23648
